nivel_escolar,duracion_estimada_min,numero_paginas,numero_items,porcentaje_visual,densidad_simbolos,prop_operaciones_aritmeticas,prop_fracciones_decimales,prop_variables_algebraicas,prop_ecuaciones,prop_patrones_funciones,prop_figuras_geometricas,prop_medicion_angulos,prop_coordenadas,prop_tablas_graficos,prop_estadistica_descriptiva,prop_probabilidad,prop_contexto_problemas,dificultad_estimada,ejemplos_resueltos,elementos_visuales,indice_interactividad,categoria_curricular
7,26,8,13,42.51,0.5788,0.2638,0.2314,0.7084,0.5389,0.4255,0.217,0.4254,0.2155,0.2946,0.2002,0.4988,0.5143,2,1,5,0.4744,1
11,45,15,28,34.07,0.3738,0.3986,0.5527,0.331,0.2915,0.26,0.2382,0.25,0.0943,0.1846,0.223,0.1805,0.4894,3,2,3,0.2834,0
8,35,11,19,38.72,0.5041,0.5088,0.5945,0.4153,0.6287,0.6386,0.1626,0.2458,0.3293,0.4847,0.2159,0.1256,0.234,2,3,4,0.2354,1
8,43,16,22,50.81,0.4903,0.3796,0.0369,0.329,0.5432,0.1357,0.365,0.5324,0.6229,0.045,0.3114,0.2324,0.5181,3,4,9,0.4744,2
5,31,3,16,50.82,0.3502,0.8205,0.3214,0.1011,0.1724,0.6474,0.1189,0.6228,0.424,0.3635,0.1952,0.0804,0.7411,1,4,6,0.531,0
10,40,13,24,60.94,0.5525,0.3564,0.5347,0.6659,0.775,0.6794,0.3629,0.1041,0.5177,0.3867,0.0868,0.3224,0.3359,3,2,7,0.6467,1
8,46,18,24,53.34,0.4954,0.1963,0.237,0.6814,0.381,0.2886,0.2136,0.1401,0.3406,0.2216,0.4006,0.1228,0.3888,3,4,5,0.3834,1
6,41,16,22,50.52,0.5917,0.4456,0.4207,0.6965,0.5122,0.1898,0.2859,0.1419,0.2353,0.71,0.2787,0.1417,0.4375,2,3,8,0.0502,0
12,54,23,23,19.81,0.5894,0.3343,0.075,0.6371,0.5138,0.4546,0.0967,0.102,0.2055,0.1732,0.4132,0.1647,0.4344,4,4,3,0.5271,1
6,33,13,15,41.59,0.5252,0.314,0.2462,0.8069,0.6958,0.5482,0.1988,0.1058,0.3873,0.2755,0.2957,0.169,0.7378,2,6,6,0.4701,1
10,54,23,34,35.82,0.6685,0.3044,0.5279,0.5597,0.8656,0.412,0.1219,0.4748,0.372,0.2998,0.312,0.4185,0.5408,4,3,2,0.2791,1
9,41,9,27,44.86,0.5946,0.7549,0.5851,0.4246,0.3673,0.3569,0.2178,0.3782,0.2492,0.5083,0.1804,0.0706,0.6093,2,4,6,0.3826,0
5,24,2,8,64.81,0.2569,0.2409,0.4013,0.119,0.5356,0.0948,0.7511,0.1824,0.2805,0.079,0.1353,0.0869,0.4022,1,3,11,0.4471,2
10,45,17,23,57.53,0.5362,0.1109,0.2312,0.4584,0.2683,0.2755,0.4531,0.6728,0.697,0.1635,0.3431,0.4456,0.486,3,3,6,0.5706,2
8,42,16,21,42.2,0.5949,0.1176,0.172,0.7737,0.6173,0.6382,0.1783,0.4688,0.4157,0.1659,0.4813,0.2049,0.2357,3,0,8,0.6609,1
6,28,10,18,74.45,0.5263,0.5842,0.45,0.3806,0.3238,0.0833,0.5331,0.1313,0.1853,0.7785,0.3831,0.6018,0.3871,2,3,7,0.4175,3
10,33,12,20,36.6,0.3182,0.5738,0.7652,0.2655,0.2537,0.2225,0.4033,0.2075,0.2557,0.1924,0.4591,0.1402,0.56,2,3,5,0.2102,0
7,34,15,17,59.69,0.3939,0.1924,0.1882,0.485,0.5139,0.4489,0.174,0.5689,0.0673,0.4567,0.0731,0.0524,0.2143,2,1,8,0.4793,1
12,54,19,28,53.9,0.3967,0.4913,0.7078,0.088,0.231,0.098,0.2237,0.6085,0.117,0.2593,0.3366,0.2629,0.2797,3,2,7,0.4741,0
10,38,14,22,43.28,0.4852,0.3263,0.3807,0.5835,0.646,0.6612,0.4202,0.273,0.2835,0.2031,0.167,0.4907,0.3461,3,2,7,0.4674,1
6,47,19,23,60.59,0.3917,0.3606,0.0702,0.6228,0.1591,0.2064,0.1263,0.403,0.2088,0.6916,0.4418,0.5704,0.3182,3,3,9,0.321,3
6,37,11,12,46.86,0.5809,0.2653,0.2445,0.5665,0.7513,0.889,0.305,0.5775,0.2692,0.3715,0.3319,0.3267,0.4881,2,3,5,0.4897,1
8,28,8,16,40.07,0.6297,0.4787,0.2449,0.7574,0.4565,0.886,0.1905,0.3222,0.1711,0.3249,0.3347,0.1837,0.6044,2,4,5,0.4591,1
9,41,10,19,74.01,0.3651,0.1107,0.2251,0.3452,0.3231,0.1159,0.981,0.4969,0.3779,0.396,0.3631,0.1592,0.5005,2,4,13,0.2688,2
11,37,16,18,55.14,0.4314,0.2633,0.5366,0.7226,0.3399,0.5921,0.3018,0.1551,0.4104,0.3857,0.5286,0.3608,0.3399,3,1,4,0.2196,1
7,36,13,20,54.83,0.4581,0.1465,0.3906,0.3725,0.1355,0.2649,0.5883,0.5141,0.5082,0.1517,0.1847,0.5849,0.5677,3,5,7,0.2609,2
6,36,14,20,56.4,0.5309,0.7166,0.6113,0.3149,0.0999,0.2687,0.3213,0.3298,0.1629,0.415,0.0996,0.3909,0.7074,2,3,8,0.5807,1
11,47,15,23,47.01,0.4453,0.5631,0.33,0.4269,0.5617,0.4182,0.2855,0.3586,0.3523,0.3136,0.4065,0.192,0.6561,3,3,6,0.3626,1
6,49,4,25,45.34,0.6313,0.3706,0.0806,0.7701,0.7603,0.8156,0.1929,0.0988,0.2602,0.5319,0.1193,0.097,0.4091,2,4,9,0.5777,1
6,34,8,16,33.12,0.8445,0.8166,0.2845,0.7767,0.6794,0.6491,0.5103,0.4054,0.1162,0.0533,0.2443,0.3766,0.5764,2,0,7,0.3507,1
8,15,12,10,50.59,0.3028,0.241,0.0955,0.2214,0.277,0.2707,0.3003,0.1474,0.2496,0.6672,0.6847,0.7619,0.3441,1,2,4,0.2683,3
9,31,15,21,58.83,0.6992,0.6655,0.2957,0.4224,0.6052,0.3922,0.076,0.4214,0.1705,0.4842,0.3788,0.2153,0.6303,2,2,9,0.7865,1
6,17,9,9,60.38,0.5671,0.5516,0.5612,0.5086,0.6138,0.3305,0.5443,0.1591,0.0803,0.3691,0.1668,0.423,0.6711,2,5,10,0.9341,0
5,38,18,24,28.22,0.4746,0.4937,0.8097,0.3643,0.3091,0.459,0.253,0.3666,0.2548,0.0564,0.1302,0.6083,0.5682,2,1,2,0.3992,0
8,22,13,12,62.85,0.5555,0.6561,0.4523,0.6737,0.4769,0.4494,0.3769,0.253,0.3059,0.4238,0.414,0.0214,0.5767,2,5,7,0.5277,0
11,38,15,23,78.02,0.222,0.1956,0.2468,0.128,0.1866,0.2164,0.6401,0.3473,0.3622,0.2536,0.4678,0.1473,0.5034,3,4,9,0.3768,2
12,29,10,15,47.06,0.5983,0.955,0.5716,0.2362,0.3605,0.0446,0.1846,0.3668,0.2315,0.3526,0.4572,0.053,0.4772,2,4,4,0.1775,0
7,44,12,27,52.64,0.3041,0.4181,0.4325,0.0645,0.3032,0.1136,0.2385,0.2732,0.2721,0.4219,0.1084,0.3618,0.4948,3,2,8,0.203,0
8,46,19,19,61.02,0.2859,0.4442,0.4805,0.1697,0.1374,0.0999,0.5381,0.3645,0.1119,0.3621,0.7519,0.3916,0.6102,3,4,6,0.2734,0
12,46,20,27,47.12,0.3537,0.3909,0.7784,0.2635,0.2204,0.1606,0.1594,0.3987,0.1798,0.2834,0.4052,0.4049,0.5752,4,2,7,0.3753,0
6,32,15,13,55.37,0.5876,0.5031,0.0779,0.5935,0.7123,0.8328,0.4924,0.2294,0.296,0.2814,0.4676,0.1397,0.5578,2,4,7,0.3216,1
5,36,15,23,65.88,0.1752,0.4194,0.4833,0.2132,0.3868,0.1639,0.197,0.6341,0.5869,0.8253,0.4545,0.6616,0.5298,3,3,10,0.538,3
5,31,13,13,42.55,0.7464,0.3597,0.2799,0.8746,0.8481,0.6098,0.1608,0.1846,0.3326,0.1828,0.6571,0.2829,0.328,2,3,5,0.3433,1
9,35,9,15,64.8,0.3689,0.3089,0.2495,0.2827,0.3069,0.0502,0.2801,0.2055,0.0512,0.4918,0.6078,0.5519,0.5021,2,1,9,0.6466,3
6,34,10,20,50.06,0.2201,0.1738,0.0545,0.1086,0.3534,0.2117,0.4129,0.2605,0.6474,0.3216,0.2786,0.2697,0.4825,2,3,7,0.2004,2
12,43,19,20,60.71,0.4731,0.6653,0.6401,0.1406,0.121,0.4861,0.3761,0.1815,0.1574,0.7061,0.4337,0.1982,0.405,3,3,9,0.6243,0
9,42,15,12,67.46,0.4013,0.5182,0.6006,0.328,0.2034,0.3088,0.1482,0.6041,0.2034,0.4252,0.4285,0.038,0.6418,2,4,9,0.501,0
12,40,18,26,55.56,0.3817,0.5419,0.5738,0.2535,0.2719,0.4765,0.405,0.3239,0.1231,0.6354,0.1242,0.1883,0.3751,3,1,6,0.4226,0
7,32,12,13,51.74,0.4962,0.6985,0.249,0.1448,0.2301,0.2146,0.2531,0.1904,0.1092,0.249,0.0442,0.0601,0.489,2,1,4,0.4027,0
11,49,16,27,50.59,0.6143,0.7322,0.1169,0.5512,0.6392,0.6821,0.3529,0.1257,0.085,0.245,0.4844,0.67,0.3787,4,2,7,0.6371,1
10,65,14,34,43.97,0.6617,0.8684,0.6335,0.3152,0.5472,0.1352,0.2695,0.3659,0.4945,0.4074,0.1202,0.4714,0.5709,3,4,7,0.375,0
7,42,8,16,91.0,0.2503,0.2831,0.6009,0.1301,0.5272,0.5644,0.5202,0.5265,0.2346,0.7734,0.749,0.5873,0.5733,2,4,12,0.4888,3
5,29,9,15,73.35,0.2549,0.2493,0.5227,0.4356,0.1403,0.2602,0.3306,0.366,0.1505,0.7073,0.2613,0.2128,0.2958,2,0,10,0.1531,3
12,35,13,23,47.93,0.4367,0.2942,0.4243,0.5045,0.3848,0.2398,0.2374,0.1611,0.1169,0.8477,0.2027,0.5075,0.3155,3,4,7,0.716,3
8,45,9,14,59.72,0.3898,0.3226,0.3956,0.1565,0.2917,0.3324,0.8555,0.3718,0.5623,0.1558,0.3039,0.0813,0.4441,2,4,10,0.4034,2
8,36,11,24,54.95,0.3412,0.3472,0.4739,0.4078,0.3629,0.0692,0.052,0.3961,0.2603,0.7529,0.5972,0.5957,0.5141,2,2,5,0.556,3
10,39,10,15,95.0,0.2975,0.2238,0.5659,0.1781,0.0871,0.0714,0.8391,0.5544,0.643,0.4476,0.0638,0.1315,0.4007,3,4,11,0.3776,2
5,41,9,15,38.92,0.5513,0.1339,0.4277,0.8646,0.8463,0.8315,0.2972,0.0423,0.4193,0.3609,0.2475,0.3534,0.0672,2,2,4,0.0733,1
12,48,17,23,52.68,0.4885,0.7037,0.6408,0.4963,0.3379,0.1285,0.0663,0.4135,0.1685,0.313,0.4935,0.1383,0.3786,3,4,7,0.2516,0
10,52,27,22,17.83,0.4632,0.403,0.514,0.8392,0.1884,0.4461,0.0961,0.3929,0.2526,0.1854,0.1947,0.2686,0.582,4,4,4,0.2803,1
7,26,18,18,32.49,0.4966,0.8535,0.7322,0.1996,0.3731,0.3209,0.2646,0.4125,0.475,0.2442,0.2533,0.1736,0.4365,2,5,4,0.6563,0
5,24,18,13,76.25,0.5202,0.8382,0.519,0.3651,0.48,0.3516,0.3608,0.3139,0.0729,0.5837,0.153,0.1788,0.3684,3,3,7,0.6738,0
9,59,22,30,52.05,0.4284,0.5261,0.5777,0.1444,0.2721,0.4165,0.0487,0.2719,0.3745,0.9008,0.4175,0.8023,0.6238,3,3,0,0.3062,3
8,47,9,23,67.7,0.4498,0.7785,0.6611,0.3707,0.5627,0.3544,0.5768,0.1615,0.0903,0.415,0.1614,0.0187,0.432,2,3,9,0.2968,0
12,39,17,23,63.98,0.2838,0.1477,0.0431,0.1081,0.7078,0.3831,0.4726,0.6983,0.317,0.5597,0.562,0.5561,0.2502,3,0,8,0.3289,3
12,49,20,25,55.19,0.3517,0.1855,0.2913,0.1719,0.2763,0.1078,0.3287,0.2045,0.2701,0.6232,0.813,0.5313,0.4766,3,3,6,0.4981,3
6,16,2,5,44.6,0.398,0.456,0.4287,0.6339,0.1667,0.0727,0.3508,0.4033,0.1121,0.2132,0.2559,0.0811,0.324,1,2,7,0.2989,0
9,30,14,15,52.1,0.4428,0.8089,0.6052,0.1079,0.404,0.5474,0.2446,0.2924,0.3036,0.321,0.1117,0.1731,0.4589,2,1,6,0.2907,0
9,48,13,26,29.15,0.3002,0.2777,0.0369,0.5683,0.2944,0.7233,0.2471,0.3556,0.183,0.1751,0.1704,0.2079,0.4717,3,3,3,0.0636,1
7,44,16,24,43.44,0.5183,0.1517,0.3488,0.6082,0.5522,0.5946,0.3075,0.0667,0.4165,0.3216,0.3051,0.3972,0.3517,3,3,7,0.3767,1
5,31,9,16,55.96,0.2873,0.2042,0.3107,0.1902,0.2398,0.1615,0.214,0.1685,0.6027,0.7148,0.5984,0.6311,0.4899,2,3,9,0.7338,3
9,21,13,15,64.37,0.533,0.7234,0.2433,0.6306,0.1954,0.0668,0.4764,0.5931,0.1435,0.102,0.0469,0.1269,0.4048,2,2,9,0.3337,0
8,41,15,22,52.78,0.3979,0.6264,0.7886,0.0615,0.2329,0.2405,0.4653,0.0788,0.0779,0.3055,0.3814,0.0653,0.4205,3,3,10,0.5139,0
11,28,9,13,57.71,0.2582,0.2584,0.8206,0.1255,0.2883,0.3377,0.4138,0.168,0.0173,0.5142,0.1199,0.2382,0.3089,2,1,7,0.215,0
8,46,13,25,60.2,0.5562,0.4669,0.2165,0.655,0.187,0.3296,0.7422,0.4137,0.2611,0.2127,0.1557,0.124,0.5001,3,3,7,0.197,2
8,19,12,13,63.06,0.4212,0.5374,0.6158,0.2873,0.138,0.257,0.3886,0.4425,0.1862,0.3981,0.1898,0.6559,0.5387,2,6,10,0.4245,0
12,39,8,21,64.13,0.2401,0.3889,0.1662,0.1805,0.1743,0.2486,0.4775,0.5621,0.6387,0.3955,0.2579,0.0578,0.4779,3,3,8,0.4153,2
10,27,16,13,65.58,0.3863,0.7312,0.7475,0.1389,0.2069,0.3219,0.4423,0.4753,0.3667,0.4901,0.4898,0.5877,0.4085,2,4,10,0.3206,0
6,39,13,23,57.6,0.2934,0.6492,0.651,0.0616,0.0343,0.1664,0.3281,0.3746,0.0831,0.2033,0.4069,0.5271,0.2994,2,3,10,0.578,0
11,36,13,22,53.28,0.2608,0.4386,0.151,0.1627,0.0823,0.0977,0.3722,0.4361,0.3881,0.6072,0.2457,0.2762,0.4374,3,4,10,0.2569,3
10,46,20,25,44.58,0.5049,0.37,0.264,0.8401,0.5174,0.1674,0.433,0.2798,0.2449,0.1681,0.1161,0.2247,0.6621,3,7,8,0.4598,1
12,53,12,27,76.25,0.3162,0.4072,0.5851,0.389,0.276,0.2053,0.5645,0.5329,0.2851,0.626,0.7602,0.2052,0.6195,3,2,12,0.6476,3
7,31,15,13,53.94,0.2823,0.0477,0.4726,0.2801,0.1908,0.0629,0.0327,0.1422,0.0951,0.8649,0.8166,0.8728,0.4451,2,8,7,0.1883,3
12,50,20,26,57.62,0.4456,0.2408,0.1075,0.4125,0.5368,0.4352,0.3059,0.3327,0.6917,0.4654,0.2495,0.2766,0.5719,4,5,9,0.4744,1
11,43,24,28,61.43,0.4267,0.3659,0.2922,0.224,0.6559,0.357,0.167,0.2501,0.1349,0.7873,0.6979,0.3243,0.5036,3,4,6,0.4543,3
9,13,9,12,53.11,0.461,0.5766,0.4276,0.2055,0.5757,0.1433,0.3527,0.3353,0.2184,0.3526,0.0966,0.2402,0.5749,2,3,9,0.591,0
12,44,14,22,47.04,0.3587,0.2555,0.5038,0.1565,0.3976,0.3212,0.0333,0.2372,0.0456,0.7493,0.7887,0.4182,0.6009,3,4,5,0.2933,3
12,37,17,23,29.75,0.3474,0.0305,0.3407,0.5564,0.4766,0.6214,0.2416,0.1284,0.4063,0.2841,0.0961,0.1383,0.5673,3,1,7,0.4393,1
5,13,8,11,61.55,0.3036,0.1645,0.1868,0.5377,0.1087,0.2566,0.4852,0.3919,0.5606,0.3566,0.4489,0.1461,0.3582,1,1,7,0.1642,2
7,43,6,18,55.12,0.4777,0.6655,0.4103,0.1737,0.2761,0.4824,0.5053,0.3147,0.5466,0.2123,0.3498,0.0513,0.2714,2,3,7,0.1204,0
11,36,19,17,44.5,0.3445,0.6753,0.5365,0.2083,0.2334,0.3137,0.1906,0.066,0.1968,0.3709,0.1305,0.3583,0.5015,3,3,8,0.6542,0
6,41,10,23,49.04,0.3462,0.5725,0.3769,0.1075,0.4871,0.2285,0.1257,0.2424,0.3979,0.6184,0.496,0.4329,0.276,3,5,9,0.2541,0
10,41,16,22,38.39,0.6828,0.4238,0.3762,0.5076,0.8022,0.7667,0.1936,0.3224,0.2523,0.2142,0.2237,0.3084,0.3554,4,2,7,0.4823,1
8,39,21,17,66.18,0.3071,0.127,0.4453,0.3166,0.2498,0.266,0.4445,0.1671,0.1818,0.7365,0.7292,0.3242,0.3439,3,2,8,0.1596,3
6,43,11,19,49.16,0.5552,0.1145,0.3645,0.4089,0.4691,0.268,0.5802,0.4221,0.3952,0.3573,0.2579,0.127,0.4672,2,2,9,0.344,2
10,44,17,20,52.93,0.6505,0.4718,0.0771,0.7047,0.437,0.5057,0.4866,0.1008,0.1904,0.2301,0.0307,0.2439,0.1288,3,2,8,0.5807,1
12,51,21,31,48.67,0.5391,0.4761,0.289,0.4651,0.6034,0.4408,0.3233,0.5008,0.6438,0.3003,0.1942,0.0547,0.3338,4,5,6,0.5428,1
5,35,10,16,43.03,0.4247,0.6906,0.1542,0.2923,0.2124,0.1889,0.1303,0.2189,0.1036,0.3367,0.5237,0.4774,0.5407,2,4,3,0.388,3
5,38,13,20,38.22,0.4647,0.4968,0.658,0.6682,0.4051,0.2524,0.3087,0.0692,0.165,0.3245,0.1309,0.4704,0.3922,3,2,5,0.4653,0
10,37,14,14,50.85,0.562,0.3015,0.0951,0.114,0.7507,0.3336,0.1449,0.439,0.2089,0.76,0.2672,0.2888,0.2178,3,3,3,0.1538,3
6,14,14,11,81.36,0.3008,0.1264,0.0105,0.3279,0.4435,0.1447,0.573,0.3611,0.2469,0.5417,0.5224,0.0771,0.522,2,3,10,0.7941,2
7,32,15,22,22.58,0.3767,0.4908,0.2653,0.1631,0.2834,0.1921,0.1144,0.2815,0.1827,0.2937,0.2409,0.4403,0.4187,2,4,0,0.5482,0
10,19,12,21,49.45,0.1994,0.1936,0.5532,0.2286,0.0761,0.2099,0.317,0.0892,0.3465,0.5138,0.3599,0.3106,0.4203,2,2,6,0.7161,3
5,34,13,13,39.82,0.4379,0.1275,0.3095,0.5999,0.2841,0.2413,0.4086,0.2666,0.2284,0.2159,0.2149,0.0898,0.4722,1,1,3,0.4084,0
7,30,13,15,47.5,0.5058,0.4398,0.4751,0.3063,0.4437,0.5646,0.424,0.5359,0.1813,0.2504,0.5655,0.0707,0.3767,2,4,5,0.4636,0
5,39,13,19,65.13,0.4089,0.0842,0.3503,0.0945,0.2481,0.5339,0.0769,0.2449,0.2477,0.8249,0.7665,0.7502,0.6696,2,3,10,0.2906,3
10,46,20,24,48.86,0.7545,0.2287,0.3766,0.8807,0.6699,0.5308,0.209,0.2451,0.2286,0.1121,0.3883,0.3634,0.5517,4,4,6,0.8104,1
12,55,19,31,28.52,0.4622,0.4285,0.5434,0.5524,0.6778,0.6276,0.2799,0.282,0.2886,0.2239,0.1216,0.1875,0.2869,4,3,5,0.5615,1
5,43,11,25,27.58,0.4126,0.9092,0.5758,0.5049,0.0547,0.4071,0.1485,0.1772,0.365,0.3788,0.2974,0.3161,0.52,2,1,4,0.3399,0
8,46,10,26,52.72,0.3744,0.5431,0.4078,0.2629,0.1831,0.5573,0.0474,0.5171,0.2697,0.4395,0.2284,0.2095,0.6473,2,4,5,0.4826,0
5,51,11,21,58.63,0.3186,0.4301,0.1199,0.467,0.0865,0.3477,0.5271,0.6324,0.4032,0.1924,0.1544,0.3658,0.5494,2,3,8,0.2752,2
9,22,12,13,30.41,0.3663,0.3096,0.3299,0.1947,0.3121,0.314,0.1163,0.0542,0.2633,0.5164,0.4839,0.3501,0.5651,2,2,6,0.1843,3
9,30,17,14,42.8,0.5348,0.1074,0.1293,0.3496,0.5387,0.0261,0.1012,0.1497,0.6115,0.7616,0.5944,0.8472,0.1122,3,2,5,0.606,3
10,47,20,26,82.16,0.395,0.1265,0.1989,0.2468,0.1419,0.2644,0.784,0.8057,0.5955,0.2964,0.2311,0.2011,0.3122,3,3,11,0.7639,2
10,58,17,31,36.56,0.6548,0.6747,0.5512,0.3563,0.294,0.2299,0.1976,0.1092,0.3688,0.5433,0.2093,0.1799,0.5414,3,2,5,0.3539,0
9,34,7,20,60.13,0.5042,0.4362,0.504,0.5119,0.2048,0.4552,0.3495,0.5279,0.0996,0.0781,0.039,0.1118,0.414,2,4,8,0.4484,0
12,49,21,29,94.63,0.5958,0.1764,0.3696,0.4648,0.5552,0.1876,0.7777,0.8277,0.4238,0.2097,0.3108,0.3135,0.4429,4,3,11,0.6977,2
11,34,8,20,46.09,0.1978,0.3435,0.4614,0.3366,0.0554,0.4559,0.1508,0.1582,0.4387,0.7838,0.8264,0.4961,0.5869,2,3,8,0.4471,3
11,42,11,22,39.91,0.7534,0.316,0.1944,0.5722,0.7452,0.445,0.458,0.2723,0.1351,0.207,0.5859,0.2456,0.5774,3,4,7,0.5404,1
12,38,18,21,53.61,0.1392,0.088,0.2111,0.199,0.1118,0.5234,0.5281,0.6147,0.6465,0.2261,0.4751,0.2475,0.639,3,5,6,0.3948,2
8,50,12,23,45.25,0.6175,0.2446,0.2215,0.394,0.7774,0.5603,0.2248,0.3056,0.4227,0.1799,0.2908,0.1577,0.5636,3,3,9,0.314,1
5,41,14,17,39.29,0.4116,0.7328,0.3197,0.321,0.3777,0.3017,0.5392,0.3594,0.3177,0.2026,0.691,0.0793,0.535,2,2,8,0.4688,0
7,40,13,20,50.13,0.3155,0.268,0.1922,0.33,0.1982,0.1546,0.3094,0.7096,0.4075,0.1819,0.3417,0.0266,0.371,2,2,7,0.2099,2
11,55,18,19,24.42,0.4867,0.3817,0.4512,0.2939,0.4514,0.7207,0.2029,0.2352,0.3066,0.0798,0.3271,0.2925,0.4301,3,1,4,0.4043,1
11,51,16,37,61.36,0.3841,0.5945,0.5541,0.5059,0.3072,0.3376,0.367,0.2833,0.1323,0.3444,0.211,0.2634,0.4656,3,2,7,0.2637,0
10,33,16,21,64.44,0.4071,0.459,0.3683,0.186,0.2531,0.2241,0.6221,0.9473,0.5175,0.0693,0.0952,0.1708,0.4265,2,3,9,0.7058,2
6,39,10,20,53.12,0.6615,0.2719,0.6318,0.8927,0.5217,0.6907,0.3996,0.2235,0.3495,0.235,0.2937,0.3486,0.4696,2,5,5,0.737,1
6,33,5,16,49.52,0.4851,0.7345,0.487,0.5317,0.0778,0.2079,0.2916,0.3078,0.4229,0.2869,0.2806,0.2723,0.6316,1,3,8,0.1964,0
6,33,13,20,56.9,0.3195,0.1815,0.0784,0.1677,0.1778,0.237,0.3287,0.2584,0.1826,0.7448,0.61,0.4794,0.4837,2,3,7,0.308,2
12,22,17,17,51.35,0.4192,0.7867,0.7245,0.2885,0.3023,0.5346,0.3622,0.1834,0.5046,0.374,0.4093,0.2249,0.5966,3,5,12,0.6667,0
8,34,5,19,68.95,0.6154,0.6304,0.5461,0.1579,0.4252,0.2768,0.5117,0.5417,0.3581,0.5186,0.4167,0.2719,0.4433,2,2,9,0.6097,2
10,26,24,21,65.6,0.202,0.643,0.6212,0.2499,0.0807,0.1689,0.6397,0.3768,0.2166,0.2783,0.5284,0.3323,0.2798,3,2,10,0.4838,0
12,48,16,25,46.95,0.6266,0.4356,0.5493,0.4497,0.4516,0.0756,0.5018,0.6856,0.5501,0.2655,0.369,0.0644,0.4813,4,4,6,0.4364,2
9,37,10,18,36.36,0.3129,0.8737,0.8696,0.3692,0.2773,0.3115,0.2726,0.0801,0.3941,0.1219,0.4479,0.6135,0.4287,3,4,4,0.2848,0
9,45,9,20,44.76,0.1426,0.2289,0.5346,0.0939,0.1811,0.3375,0.4075,0.5985,0.4395,0.1028,0.2037,0.2422,0.5675,2,4,6,0.2995,2
6,43,8,21,63.45,0.3731,0.2915,0.6268,0.3396,0.3179,0.394,0.6192,0.4778,0.6828,0.3057,0.2665,0.1211,0.4284,2,2,6,0.417,2
7,39,11,17,50.39,0.5086,0.8388,0.6717,0.4464,0.2682,0.5774,0.1775,0.1306,0.1975,0.229,0.0581,0.1903,0.5745,2,5,8,0.6768,0
12,37,18,17,63.53,0.3815,0.3573,0.2873,0.3283,0.1497,0.2858,0.3041,0.2613,0.0772,0.6528,0.5895,0.6403,0.3691,3,3,10,0.3939,3
5,13,14,12,50.4,0.2721,0.4519,0.5903,0.2329,0.2341,0.0157,0.4432,0.6939,0.3996,0.465,0.0658,0.1049,0.6109,1,3,10,0.4117,0
6,30,6,8,27.56,0.4635,0.6191,0.5735,0.1475,0.174,0.2422,0.0337,0.0464,0.2947,0.2222,0.204,0.1344,0.3982,1,3,4,0.6568,0
7,27,9,15,44.79,0.5348,0.6761,0.363,0.4475,0.4892,0.2495,0.1707,0.0912,0.5622,0.3456,0.2789,0.4777,0.5444,3,3,5,0.3025,1
7,20,13,9,57.74,0.4788,0.5122,0.4181,0.6533,0.5246,0.3611,0.7288,0.4356,0.471,0.2602,0.1554,0.0075,0.1389,2,4,6,0.3979,1
7,27,14,13,69.93,0.199,0.0954,0.0663,0.2104,0.2127,0.2569,0.7157,0.1787,0.4769,0.3558,0.2904,0.0374,0.455,2,4,9,0.5858,2
7,30,12,18,56.63,0.5523,0.3426,0.4667,0.1437,0.4725,0.6544,0.2144,0.4606,0.4183,0.3111,0.4679,0.1188,0.4512,2,4,13,0.3875,1
9,34,16,22,40.8,0.5401,0.3239,0.3567,0.4193,0.5592,0.7024,0.1345,0.4848,0.2955,0.1782,0.1032,0.1606,0.2381,3,0,6,0.4189,1
7,45,15,20,37.6,0.8013,0.1946,0.1746,0.6676,0.8009,0.8722,0.3326,0.0604,0.5112,0.2323,0.1509,0.1525,0.3152,3,1,7,0.5116,1
11,25,14,11,33.74,0.4832,0.8653,0.4699,0.2876,0.3381,0.4183,0.1552,0.1161,0.2562,0.2292,0.6873,0.2275,0.1981,2,1,8,0.5815,0
5,22,6,7,79.58,0.487,0.4152,0.3558,0.3551,0.1348,0.2623,0.6607,0.7908,0.4298,0.1299,0.1371,0.2253,0.4092,1,3,9,0.5039,2
11,64,18,34,54.44,0.5371,0.3731,0.5692,0.4797,0.7399,0.7064,0.4745,0.1497,0.601,0.5547,0.2944,0.1137,0.6237,4,6,8,0.1671,1
12,22,19,18,58.17,0.404,0.4347,0.2036,0.4331,0.0654,0.1746,0.1168,0.2012,0.4245,0.6668,0.4534,0.6275,0.4581,3,4,8,0.7288,3
5,12,6,16,52.04,0.329,0.3389,0.6552,0.4448,0.1442,0.3353,0.1413,0.642,0.0266,0.41,0.4358,0.4159,0.3848,1,2,9,0.1873,0
9,40,6,25,75.77,0.3387,0.4969,0.4643,0.2199,0.0728,0.2748,0.6929,0.4228,0.4794,0.1209,0.4527,0.304,0.6027,2,2,11,0.6292,2
8,33,18,21,31.94,0.6946,0.2306,0.2361,0.4295,0.7708,0.3853,0.4159,0.2876,0.3969,0.2858,0.1556,0.471,0.3433,3,4,6,0.5818,1
8,36,8,21,76.39,0.4335,0.751,0.3047,0.2786,0.198,0.1823,0.5884,0.4809,0.2651,0.3277,0.2462,0.1389,0.5994,2,4,9,0.4009,0
12,47,17,25,95.0,0.4606,0.6057,0.2064,0.1982,0.2252,0.2348,0.6649,0.4945,0.4165,0.5817,0.3477,0.1017,0.5019,3,4,13,0.605,2
